City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
699,Naze,JP,28.3667,129.4833,83.32,85,99,15.48,overcast clouds
700,Rocha,UY,-34.4833,-54.3333,56.1,99,88,4.97,overcast clouds
701,Nador,MA,35.174,-2.9287,77.25,83,0,5.75,clear sky
702,Muisne,EC,0.6,-80.0333,73.35,84,98,9.22,overcast clouds
703,Labuhan,ID,-6.8844,112.2051,77.85,85,82,6.6,broken clouds
704,Totness,SR,5.8833,-56.3167,77.38,88,92,7.63,moderate rain
705,Praia Da Vitoria,PT,38.7333,-27.0667,70.75,94,40,13.29,scattered clouds
706,Tukrah,LY,32.5341,20.5791,75.33,70,0,7.54,clear sky
707,Oeiras Do Para,BR,-2.0031,-49.8544,78.31,79,100,3.18,overcast clouds
708,Surman,LY,32.7567,12.5716,78.22,55,0,10.13,clear sky
